active,created_date,id,intent_name,notes,scope,source,tags,trigger_sentence,type,updated_date
True,2020-01-13T22:21:41,96eb9ddd-f558-47ee-96bb-3e11503f4d14,bt_min_account_balance,,seed,variant,['happy'],Is there a minimum balance that must be maintained,TRIGGER,2020-01-13T22:21:41
True,2020-01-13T22:21:41,519de66d-b8e5-44cf-92d6-aedbf16140f5,bt_min_account_balance,,seed,variant,['happy'],What's the least I can transfer into a {@users new} account,TRIGGER,2020-01-13T22:21:41
True,2020-01-13T22:21:42,c5b353ca-1606-4431-b49e-61d5ed015e0e,bt_min_account_balance,,seed,variant,['happy'],how much is required to open an account?,TRIGGER,2020-01-13T22:21:42
True,2020-01-13T22:21:41,3018f191-14b1-455c-9def-e81b72c1e71d,bt_min_account_balance,,seed,variant,['happy'],How much deposit amount,TRIGGER,2020-01-13T22:21:41
True,2020-12-11T18:33:25,abh559a6-fc5d-5dod-8698-e7abf6af437c,bt_min_account_balance,,seed,variant,['btaprilannot'],What is the minimum cash balance for a BT Panorama Retirement (Compact Menu) account?,TRIGGER,2020-12-11T18:33:25
True,2020-01-13T22:21:42,f86b0713-b782-439d-af44-01a5d3b754e2,bt_min_account_balance,,seed,variant,['happy'],What's the minimum I can deposit to start an account?,TRIGGER,2020-01-13T22:21:42
True,2020-01-13T22:21:41,59c3497a-d66a-4629-9238-3753c675145d,bt_min_account_balance,,seed,variant,['happy'],"Hi, may i know which account doesnt require minimum deposit?",TRIGGER,2020-01-13T22:21:41
True,2020-01-13T22:21:41,b21a3bb3-de5f-4633-b7f3-c9dfefbbf492,bt_min_account_balance,,seed,variant,['happy'],What is the initial amount required for opening an account?,TRIGGER,2020-01-13T22:21:41
True,2020-01-13T22:21:41,5952a816-7a0f-404e-83a9-ca381be89cd1,bt_min_account_balance,,seed,variant,['happy'],Is there going to be a minimum balance for account?,TRIGGER,2020-01-13T22:21:41
True,2020-01-13T22:21:41,3c220fd2-0bbe-42d1-a7a6-0d69b021e8be,bt_min_account_balance,,seed,variant,['happy'],Is there a minimum deposit requirement?,TRIGGER,2020-01-13T22:21:41
True,2020-01-13T22:21:42,5f1c831b-c047-4dcf-980e-7964f4d04287,bt_min_account_balance,,seed,variant,['happy'],how much open account,TRIGGER,2020-01-13T22:21:42
True,2020-01-13T22:21:41,9da4638a-10d7-4358-807d-e7475f573284,bt_min_account_balance,,seed,variant,['happy'],Minimum opening balances.,TRIGGER,2020-01-13T22:21:41
True,2020-01-13T22:21:42,4b1430c5-6df4-406e-8eea-066a6f9c27da,bt_min_account_balance,,seed,variant,['happy'],how much initial minimum deposit to open account?,TRIGGER,2020-01-13T22:21:42
True,2020-01-13T22:21:41,a5e78aed-816c-4e8b-8556-e6c9919fd2f0,bt_min_account_balance,,seed,variant,['happy'],How much will I need to open an bankname account?,TRIGGER,2020-01-13T22:21:41
True,2020-01-13T22:21:41,099f6e31-f710-4066-a1b4-1ac8e73621e0,bt_min_account_balance,,seed,variant,['happy'],What is the minimum deposit needed to open an account?,TRIGGER,2020-01-13T22:21:41
True,2020-01-13T22:21:42,bfeaa9b6-a838-4ad5-8d51-27f5740fd628,bt_min_account_balance,,seed,variant,['happy'],how much is the minimum amount to open?,TRIGGER,2020-01-13T22:21:42
True,2020-01-13T22:21:41,43271a4e-2201-4b23-822c-ff2572f51d16,bt_min_account_balance,,seed,variant,['happy'],Does the account require a minimum balance before usage?,TRIGGER,2020-01-13T22:21:41
True,2020-01-13T22:21:44,d239c266-cf66-4f0d-8f91-8438ebf36f7b,bt_min_account_balance,,seed,variant,['happy'],may I know the minimum deposit $ for {@users new} bank account?,TRIGGER,2020-01-13T22:21:44
True,2020-01-13T22:21:41,c223e796-ff52-4f9a-9a39-6d0f92c3535a,bt_min_account_balance,,seed,variant,['happy'],What is the minimum deposit required to enroll a {@users new} account,TRIGGER,2020-01-13T22:21:41
True,2020-01-13T22:21:41,8cfda020-e851-4076-bbf7-e20f8404a5c7,bt_min_account_balance,,seed,variant,['happy'],Must I obtain a minimum balance at all times?,TRIGGER,2020-01-13T22:21:41
True,2020-01-13T22:08:00,e42a8d3a-9773-4d3a-8e68-1de37a79ae37,bt_min_account_balance,,seed,variant,['happy'],what is the costs to open a account? ,TRIGGER,2020-01-13T22:08:00
True,2020-01-13T22:21:41,6d30650c-dfbd-4f75-bf0d-56598566ce40,bt_min_account_balance,,seed,variant,['happy'],Is there a certain amount that I have to keep in {@users my account}?,TRIGGER,2020-01-13T22:21:41
True,2020-01-13T22:21:44,deca6f22-ffe9-4d57-bf55-2e1427133559,bt_min_account_balance,,seed,variant,['happy'],what is the minimum balance I need,TRIGGER,2020-01-13T22:21:44
True,2020-01-13T22:21:42,19fc5152-8317-4063-a0f2-812ad5c3f23f,bt_min_account_balance,,seed,variant,['happy'],how much do i have to keep in {@users my} {@account_type checking} to keep it open,TRIGGER,2020-01-13T22:21:42
True,2020-01-13T22:21:41,1c0f9c0c-f919-48da-9f60-b96b2d26c11b,bt_min_account_balance,,seed,variant,['happy'],Is there a minimum deposit to open an account?,TRIGGER,2020-01-13T22:21:41
True,2020-01-13T22:07:59,46bad987-86a9-42d2-aa39-0404acd09bd6,bt_min_account_balance,,seed,variant,['happy'],How much does it cost to open a {@account_type savings} account ,TRIGGER,2020-01-13T22:07:59
True,2020-01-13T22:21:41,648cfd01-ffdc-4617-a958-4e3cc156bf7b,bt_min_account_balance,,seed,variant,['happy'],What is the minimum balance for the account please?,TRIGGER,2020-01-13T22:21:41
True,2020-01-13T22:21:41,e3f93f2a-e7f3-46d9-a34f-ee7b4acd5b1a,bt_min_account_balance,,seed,variant,['happy'],I want to know what the minimum balance is.,TRIGGER,2020-01-13T22:21:41
True,2020-01-13T22:21:41,20dfeec5-0e9d-443a-9fcc-a01cdee413dc,bt_min_account_balance,,seed,variant,['happy'],Hi. I need to know if there's any account I can open without initial deposit? Thanks.,TRIGGER,2020-01-13T22:21:41
True,2020-01-13T22:21:42,d5435765-71ee-4b1b-ab1e-24f85c951f7b,bt_min_account_balance,,seed,variant,['happy'],in {@users my} {@account_type checking} what balance do i have to maintain,TRIGGER,2020-01-13T22:21:42
True,2020-01-13T22:21:44,1ffaf9ab-e906-4261-a167-09e4ae336de5,bt_min_account_balance,,seed,variant,['happy'],what minimum balance do i need to keep {@users my} {@account_type checking} open,TRIGGER,2020-01-13T22:21:44
True,2020-01-13T22:21:41,9949fcb8-6c38-4923-947d-f7c084f2d758,bt_min_account_balance,,seed,variant,['happy'],How much money do I need to deposit if I want to open an account with bankname bank?,TRIGGER,2020-01-13T22:21:41
True,2020-01-13T22:21:41,af9a99a2-6035-4fed-a87e-a49dd0bbb939,bt_min_account_balance,,seed,variant,['happy'],What is the minimum deposit amount for opening an account?,TRIGGER,2020-01-13T22:21:41
True,2020-01-13T22:21:42,850c8f74-ae79-4215-9d64-d6e459e760d1,bt_min_account_balance,,seed,variant,['happy'],i am asking you the minimum balance concerning {@users my} {@account_type checking},TRIGGER,2020-01-13T22:21:42
True,2020-01-13T22:21:41,0e7c10be-632b-4204-b9a7-df020e54d097,bt_min_account_balance,,seed,variant,['happy'],If posible did i open an accnt with out putting an {@account_type savings} money?,TRIGGER,2020-01-13T22:21:41
True,2020-01-13T22:21:44,a1557385-926e-4485-b3f9-76a3d22ee2cf,bt_min_account_balance,,seed,variant,['happy'],what is the amount i must maintain in {@users my} {@account_type checking},TRIGGER,2020-01-13T22:21:44
True,2020-01-13T22:21:41,ada83df4-6f3c-4b4d-9d34-09aee7b56508,bt_min_account_balance,,seed,variant,['happy'],Do I need an initial deposit to open an account?,TRIGGER,2020-01-13T22:21:41
True,2020-01-13T22:21:41,bb2bf2d6-353c-4caa-a1d0-a135bd74337d,bt_min_account_balance,,seed,variant,['happy'],Hi! May i know the min required amount in opening an account? Thanks!,TRIGGER,2020-01-13T22:21:41
True,2020-01-13T22:21:41,615534ea-ca88-4b59-b3cf-ed1ccb43d13a,bt_min_account_balance,,seed,variant,['happy'],What type of minimum balance is there for this account?,TRIGGER,2020-01-13T22:21:41
True,2020-01-13T22:21:41,8131dfef-b540-48f0-94a4-b46996f4a0f6,bt_min_account_balance,,seed,variant,['happy'],What amount of money is the smallest I can deposit in order to open {@users my account} here?,TRIGGER,2020-01-13T22:21:41
True,2020-01-13T22:21:44,cba81c95-765a-4409-a745-c71cca143b59,bt_min_account_balance,,seed,variant,['happy'],make known to me the minimum balance on {@account_type checking},TRIGGER,2020-01-13T22:21:44
True,2020-01-13T22:21:41,2baa958f-9d25-41a8-86ab-ae4df5bfa422,bt_min_account_balance,,seed,variant,['happy'],What does {@users my} minimum balance need to be?,TRIGGER,2020-01-13T22:21:41
True,2020-01-13T22:21:44,024b00bf-dfec-4aaa-8848-32df724606cf,bt_min_account_balance,,seed,variant,['happy'],would you tell me the minimum balance on {@account_type checking},TRIGGER,2020-01-13T22:21:44
True,2020-01-13T22:21:41,2c0a64e2-9987-4535-8e8d-b1fcbb067571,bt_min_account_balance,,seed,variant,['happy'],How much do I need to deposit when starting an account?,TRIGGER,2020-01-13T22:21:41
True,2020-01-13T22:07:59,5f5365a3-b138-426e-a688-e5d107dcef34,bt_min_account_balance,,seed,variant,,What are the opening fees with id {@account_id QPO8Jo8vdDHMepg41PBwckXm4KdK1yUdmXOwK} ,TRIGGER,2020-01-13T22:07:59
True,2020-01-13T22:21:41,7d9e01ed-d2d5-4d03-9aec-ed673a2b1a4b,bt_min_account_balance,,seed,variant,['happy'],What is the minimum amount needed to open an account?,TRIGGER,2020-01-13T22:21:41
True,2020-01-13T22:21:41,f5c45430-0fdb-4ae8-83ff-47679917f24e,bt_min_account_balance,,seed,variant,['happy'],Is there a minimum required balance?,TRIGGER,2020-01-13T22:21:41
True,2020-01-13T22:21:42,30f61a1c-f93f-43a9-b39e-059631edeba1,bt_min_account_balance,,seed,variant,['happy'],i wonder where can I create a bank account without pay more deposit?,TRIGGER,2020-01-13T22:21:42
True,2020-01-13T22:21:41,e34e8882-31db-4209-890a-580f68e9b29a,bt_min_account_balance,,seed,variant,['happy'],I'd like know the minimum deposit to open an account?,TRIGGER,2020-01-13T22:21:41
True,2020-01-13T22:21:41,8323ce14-06ce-4967-822d-28a1584bfc79,bt_min_account_balance,,seed,variant,['happy'],So this {@account_type card} has minimum deposit requirement?,TRIGGER,2020-01-13T22:21:41
True,2020-01-13T22:21:42,e539b6c1-3470-4979-a5cc-e587389e591b,bt_min_account_balance,,seed,variant,['happy'],how low can the account balance be inside of {@users my} {@account_type checking},TRIGGER,2020-01-13T22:21:42
True,2020-01-13T22:21:41,c3e00114-e66f-49f0-b7ed-c80f9984c177,bt_min_account_balance,,seed,variant,['happy'],What is the minimal deposit required to open a {@users new} account?,TRIGGER,2020-01-13T22:21:41
True,2021-03-16T15:14:46,5adc234f-730c-4342-aae7-9fc6c08fc57f,bt_min_account_balance,,seed,variant,['btmarchvariants'],do all our clients have the same min balance,TRIGGER,2021-03-16T15:14:46
True,2020-01-13T22:21:42,bcf54e3d-3a09-45aa-ad67-bd6776443c92,bt_min_account_balance,,seed,variant,['happy'],expose to me the minimum balance concerning {@users my} {@account_type checking},TRIGGER,2020-01-13T22:21:42
True,2020-01-13T22:21:42,4b209dd8-eed5-4d22-9dac-5f8c191e2247,bt_min_account_balance,,seed,variant,['happy'],initial deposit for foreigner,TRIGGER,2020-01-13T22:21:42
True,2020-01-13T22:21:44,bc06a777-1733-4973-a23f-a73c9bb77862,bt_min_account_balance,,seed,variant,['happy'],minimum account opening,TRIGGER,2020-01-13T22:21:44
True,2020-03-25T19:59:49,452d6370-843c-4f2b-a69e-7d7d1ef86ed3,bt_min_account_balance,,seed,variant,,how much to open account,TRIGGER,2020-03-25T19:59:49
True,2020-12-10T19:02:48,1ed1aa8c-61df-465d-808c-71edca853049,bt_min_account_balance,,seed,variant,['goldset'],Do i have to maintain a minimum balance,TRIGGER,2020-12-10T19:02:48
True,2024-06-28T02:05:47,8cec1bc6-1ac7-42ab-afff-51c832ee597b,bt_min_account_balance,,seed,variant,"['bt_platinum_q1_2024_v1', 'completeness', 'data_sync_addition']",can i increase the minimum cash balance for {@account_type cash management} purposes,TRIGGER,2024-06-28T02:05:47
True,2024-06-19T03:51:45,67d876a2-62f3-4c90-9df9-8481be41d0d7,bt_min_account_balance,,seed,variant,"['bt_platinum_q1_2024', 'completeness']",can i increase the minimum cash balance for {@account_type cash management} purposes,TRIGGER,2024-06-19T03:51:45
True,2020-01-13T22:08:01,964549ad-460b-4244-83e5-dd9cb859f8e2,bt_min_account_balance,,seed,variant,,How much to open account ,TRIGGER,2020-01-13T22:08:01
True,2020-05-01T19:39:39,7f117c5d-2462-48a1-be7e-c1e10c795180,bt_min_account_balance,,seed,variant,,how much to open an account,TRIGGER,2020-05-01T19:39:39
True,2020-04-01T20:04:36,565af89e-d1b6-4497-ae13-23a2d9f44dfb,bt_min_account_balance,,seed,variant,['prodteam_2020_03_guai'],What's the cheapest account you have?,TRIGGER,2020-04-01T20:04:36
True,2025-05-07T05:42:26,436d3d8c-ac40-4e5e-ae47-2a76c8f0481e,bt_min_account_balance,,seed,variant,,what's my available balance,TRIGGER,2025-05-07T05:42:26
True,2025-05-07T05:42:26,1a621033-63f3-404e-b352-86b5b18f7d74,bt_min_account_balance,,seed,variant,,What is my available balance?,TRIGGER,2025-05-07T05:42:26
True,2025-05-07T05:42:26,bfcf8858-c719-4db8-bbda-5e00e1a71eea,bt_min_account_balance,,seed,variant,,What's the available balance in my {@account_type credit} account?,TRIGGER,2025-05-07T05:42:26
True,2025-05-07T05:42:26,b1b4c450-b412-42ca-88ff-aa26a5c93049,bt_min_account_balance,,seed,variant,,What's my balance with holds?,TRIGGER,2025-05-07T05:42:26
True,2025-05-07T05:42:26,ddbc0b98-9c4c-4a74-a540-a7bef544ba18,bt_min_account_balance,,seed,variant,,How much cash is available to withdraw,TRIGGER,2025-05-07T05:42:26
True,2025-05-07T05:42:26,c05ea90b-da5a-48d6-8501-120998df05a5,bt_min_account_balance,,seed,variant,,what's my available balance on my {@account_type savings} account,TRIGGER,2025-05-07T05:42:26
True,2025-05-07T05:42:26,e6636491-7165-4a11-a52f-331296f38083,bt_min_account_balance,,seed,variant,,available cash to invest,TRIGGER,2025-05-07T05:42:26
True,2025-05-07T05:42:26,690790b3-2d73-45eb-844a-0f3687f84714,bt_min_account_balance,,seed,variant,,How much money do I have to withdraw?,TRIGGER,2025-05-07T05:42:26
True,2025-05-07T05:42:26,8a9533c6-604d-40e6-b053-7ad921971b82,bt_min_account_balance,,seed,variant,,How much do I have to trade with?,TRIGGER,2025-05-07T05:42:26
True,2025-05-07T05:42:26,77059104-5e33-43de-bbc6-ae0bdc650a38,bt_min_account_balance,,seed,variant,,cash investable,TRIGGER,2025-05-07T05:42:26
True,2025-05-07T05:42:26,a3f707ac-e5ae-4066-b37f-06fedd53f0f6,bt_min_account_balance,,seed,variant,,what is my cash balance,TRIGGER,2025-05-07T05:42:26
True,2025-05-07T05:42:26,97a1ea84-2602-43d5-9f7f-80f78b18464c,bt_min_account_balance,,seed,variant,,How much cash can i take ou,TRIGGER,2025-05-07T05:42:26
True,2025-05-07T05:42:26,c38e1893-dc47-4401-8710-fe273005a732,bt_min_account_balance,,seed,variant,,How much money do i have available,TRIGGER,2025-05-07T05:42:26
True,2025-05-07T05:42:26,06d49532-3d0a-4736-bbb7-30f6c5a13301,bt_min_account_balance,,seed,variant,,How much cash do I have available?,TRIGGER,2025-05-07T05:42:26
True,2020-01-13T22:21:44,735dfecf-7966-40bc-8cc3-ca01bbd829e7,bt_min_account_balance,,seed,variant,['happy'],minimum amount needed in account,TRIGGER,2020-01-13T22:21:44
True,2020-01-13T22:07:59,050b1cfd-3234-43b6-a93d-4106c0bbb5ce,bt_min_account_balance,,seed,variant,['happy'],How much will I need to open an bankname account? ,TRIGGER,2020-01-13T22:07:59
True,2024-07-08T08:15:39,c219137d-e156-4223-bb5e-a512a7160f58,bt_min_account_balance,,seed,variant,['wcp-146'],can i increase the minimum cash balance for {@account_type cash management} purposes,TRIGGER,2024-07-08T08:15:39
True,2020-01-13T22:21:41,19e0b5ad-5133-4821-8c1d-cc87c65c9dd2,bt_min_account_balance,,seed,variant,['happy'],First how much money need to open a bankname account,TRIGGER,2020-01-13T22:21:41
True,2020-01-13T22:21:41,13fe0753-fb13-4485-be43-5064827a6f12,bt_min_account_balance,,seed,variant,['happy'],How much is the initial deposit for non-singaporean account?,TRIGGER,2020-01-13T22:21:41
True,2020-01-13T22:21:42,5be8018d-f8b3-4fe0-85d5-5062c8922809,bt_min_account_balance,,seed,variant,['happy'],inform me the minimum balance concerning {@account_type checking},TRIGGER,2020-01-13T22:21:42
True,2020-01-13T22:21:41,c63c8cb5-5702-451a-b5fb-8e894ac898de,bt_min_account_balance,,seed,variant,['happy'],Any deposit require?,TRIGGER,2020-01-13T22:21:41
True,2020-01-13T22:21:42,5e30d80d-2ee5-417f-9ba8-344cdcb0664d,bt_min_account_balance,,seed,variant,['happy'],how much to open any account with bankname,TRIGGER,2020-01-13T22:21:42
True,2020-04-16T18:56:24,87e8620e-f158-4e81-896e-d59b61ec66e2,bt_min_account_balance,,seed,variant,['prodteam_2020_03_guai_dev'],What's the cheapest account you have?,TRIGGER,2020-04-16T18:56:24
True,2020-01-13T22:21:41,cf8b495c-f06d-4cea-a7fa-1ecee0e9d8be,bt_min_account_balance,,seed,variant,['happy'],Do I need to keep a certain minimum balance?,TRIGGER,2020-01-13T22:21:41
True,2020-01-13T22:21:41,8cf169d4-6d51-4a81-9918-a871a8740743,bt_min_account_balance,,seed,variant,['happy'],DO i need initial deposit to open a account,TRIGGER,2020-01-13T22:21:41
True,2020-01-13T22:21:41,6d15ccd9-628b-4a47-a554-c4643ca46d57,bt_min_account_balance,,seed,variant,['happy'],How much do I prefer for opening,TRIGGER,2020-01-13T22:21:41
True,2020-01-13T22:21:41,e5a97bde-f044-4a2f-8d45-2ccd6feda9a2,bt_min_account_balance,,seed,variant,['happy'],What happens if I don't have the minimum balance in place?,TRIGGER,2020-01-13T22:21:41
True,2020-01-13T22:21:41,be17be7f-aad5-41f6-944e-22ec607b52f1,bt_min_account_balance,,seed,variant,['happy'],What is the lowest amount I can have in {@users my account}?,TRIGGER,2020-01-13T22:21:41
True,2020-01-13T22:21:41,13b1ade2-f21f-4e26-99dd-e70768c8eb48,bt_min_account_balance,,seed,variant,['happy'],Minimum money should be put when open {@users new} account?,TRIGGER,2020-01-13T22:21:41
True,2020-01-13T22:21:41,6b29b34f-600d-4ee5-9c69-cce928cee8c4,bt_min_account_balance,,seed,variant,['happy'],Hi what is the minimum balance to open a foreign domestic helper {@account_type savings} account and what documents to bring along?t,TRIGGER,2020-01-13T22:21:41
True,2020-01-13T22:21:42,f6b78f17-f46a-4b4c-a5ba-b87e86444b99,bt_min_account_balance,,seed,variant,['happy'],can you tell me {@users my} {@account_type checking} minimum balance,TRIGGER,2020-01-13T22:21:42
True,2020-01-13T22:21:41,ac9b339d-0a57-4e85-b60a-bc6cab72af31,bt_min_account_balance,,seed,variant,['happy'],How much is the minimum deposit,TRIGGER,2020-01-13T22:21:41
True,2020-01-13T22:21:42,9da3bd97-e159-4710-a667-487836dc34a3,bt_min_account_balance,,seed,variant,['happy'],initial deposit for basic account,TRIGGER,2020-01-13T22:21:42
True,2020-01-13T22:21:41,8bc63744-db62-4f95-8656-f8be5c22d608,bt_min_account_balance,,seed,variant,['happy'],How much the initial deposit for spass holder,TRIGGER,2020-01-13T22:21:41
True,2020-01-13T22:21:41,d761baf6-131d-454b-a8b7-15b40cd1da9b,bt_min_account_balance,,seed,variant,['happy'],What is the minimum cash to open an account in order to apply for this {@account_type debit} card?,TRIGGER,2020-01-13T22:21:41
True,2020-12-11T18:33:25,abh559a6-fc5d-5dod-8778-e7abf6af437c,bt_min_account_balance,,seed,variant,['btaprilannot'],What is the minimum cash balance for a BT Panorama Retirement account?,TRIGGER,2020-12-11T18:33:25
True,2020-01-13T22:21:44,e773e0b7-ddd2-4aa2-a0c8-f87a4a60dcfd,bt_min_account_balance,,seed,variant,['happy'],no money how to open account,TRIGGER,2020-01-13T22:21:44
True,2020-01-13T22:07:59,3b855023-c6b1-475e-a7df-eec37f8a2d81,bt_min_account_balance,,seed,variant,['happy'],HOw much for opening account ,TRIGGER,2020-01-13T22:07:59
True,2020-01-13T22:21:42,447371cd-b50a-47b7-a523-adb4fee4e42f,bt_min_account_balance,,seed,variant,['happy'],initial deposit for openning everyday {@account_type savings} account,TRIGGER,2020-01-13T22:21:42
True,2020-01-13T22:07:59,c7d830f3-65f6-4772-bcf9-84b6cdf05544,bt_min_account_balance,,seed,variant,['happy'],How much is it the costs to open an account? ,TRIGGER,2020-01-13T22:07:59
True,2020-01-13T22:21:42,384057d4-ed62-450a-8673-d091879aa399,bt_min_account_balance,,seed,variant,['happy'],i have to maintain a certain balance ?,TRIGGER,2020-01-13T22:21:42
True,2020-01-13T22:21:41,64aaa775-442d-4e34-88fb-1b136b32bc22,bt_min_account_balance,,seed,variant,['happy'],Initial deposit needed,TRIGGER,2020-01-13T22:21:41
True,2020-01-13T22:21:41,5a424023-accf-4fd5-afcb-2fd0f6944df9,bt_min_account_balance,,seed,variant,['happy'],Account for payroll how much,TRIGGER,2020-01-13T22:21:41
True,2020-01-13T22:21:41,380502f4-ec04-4ce7-af78-3be7434b4900,bt_min_account_balance,,seed,variant,['happy'],What is the minimum deposit and maintenance balance so I can open an account?,TRIGGER,2020-01-13T22:21:41
True,2020-01-13T22:21:42,1edaaf05-ce10-40a4-b164-2d5699c5e320,bt_min_account_balance,,seed,variant,['happy'],"for the bankname payroll acc, is th ere any holding or pledge amount required?",TRIGGER,2020-01-13T22:21:42
True,2020-01-13T22:21:41,07e47164-52f5-4a13-8081-69d9e342c4dc,bt_min_account_balance,,seed,variant,['happy'],Anu amount needed to apply an account banking,TRIGGER,2020-01-13T22:21:41
True,2020-01-13T22:21:41,43808c5b-6d6a-4bf2-a133-e883fefa6550,bt_min_account_balance,,seed,variant,['happy'],How much the deposit to open {@users new} account under EP?,TRIGGER,2020-01-13T22:21:41
True,2020-01-13T22:21:44,c92f1b68-9efe-44eb-9db3-fd90ad75b2aa,bt_min_account_balance,,seed,variant,['happy'],what is the minimum balance requirement for {@account_type checking} accounts?,TRIGGER,2020-01-13T22:21:44
True,2020-01-13T22:21:44,7f66bab7-87a9-4e7f-a1fb-6488f029a274,bt_min_account_balance,,seed,variant,['happy'],what is the lowest amount a balance can have in an account,TRIGGER,2020-01-13T22:21:44
True,2020-01-13T22:08:00,3bc40a64-40eb-4369-9468-8aa7a8e20ba4,bt_min_account_balance,,seed,variant,['happy'],What is account opening fees of 111 within 1 months of opening account ,TRIGGER,2020-01-13T22:08:00
True,2020-01-13T22:21:42,bf63e0db-bda3-490e-8a49-b648e4c8e0e2,bt_min_account_balance,,seed,variant,['happy'],Will I have to maintain a minimum balance?,TRIGGER,2020-01-13T22:21:42
True,2020-01-13T22:21:44,c0d8fbc3-3dc7-4982-b340-ccc3934ae976,bt_min_account_balance,,seed,variant,['happy'],regarding {@users my} {@account_type checking} how much am i required to keep in there,TRIGGER,2020-01-13T22:21:44
True,2020-01-13T22:21:41,0e0e66b7-1a7b-4745-9362-15b8448797ec,bt_min_account_balance,,seed,variant,['happy'],Is there a minimum balance required for this account?,TRIGGER,2020-01-13T22:21:41
True,2020-01-13T22:21:41,dcbbb514-44be-47db-9241-fd51ed95409b,bt_min_account_balance,,seed,variant,['happy'],Is there a minimum balance I need to maintain with this account?,TRIGGER,2020-01-13T22:21:41
True,2020-01-13T22:21:41,f25a904c-cc38-4e6d-bfa3-c6321e117447,bt_min_account_balance,,seed,variant,['happy'],Hello! How much is the minimum deposit in opening account for helper? Which branch of bankname i can open?,TRIGGER,2020-01-13T22:21:41
True,2020-01-13T22:21:41,c299df8e-e223-461b-931b-0f5ef668b305,bt_min_account_balance,,seed,variant,['happy'],What is the minimum required balance?,TRIGGER,2020-01-13T22:21:41
True,2020-01-13T22:21:42,723513fa-7775-475a-9b1a-031a4185700d,bt_min_account_balance,,seed,variant,['happy'],how much deposit to open account,TRIGGER,2020-01-13T22:21:42
True,2020-01-13T22:21:41,d77c73dc-92b0-4183-bc1b-499ba50b40d8,bt_min_account_balance,,seed,variant,['happy'],Minimum deposit to open account?,TRIGGER,2020-01-13T22:21:41
True,2020-01-13T22:21:41,bed9257e-d6b0-4fd3-86a6-f6705975130a,bt_min_account_balance,,seed,variant,['happy'],"I would like to ask, is there any initial amount that required for account opening?",TRIGGER,2020-01-13T22:21:41
True,2020-01-13T22:21:42,ef28ab73-6b23-4639-bfc1-5f8b75fd7fc6,bt_min_account_balance,,seed,variant,['happy'],i'm seeking the minimum amount required in this {@account_type checking},TRIGGER,2020-01-13T22:21:42
True,2020-01-13T22:21:41,b5cd9ba7-fe3b-4f11-a5bc-18b8e3cce2ac,bt_min_account_balance,,seed,variant,['happy'],Is there a minimum balance on the account?,TRIGGER,2020-01-13T22:21:41
True,2020-01-13T22:21:41,051e0675-ba88-4a0e-9b45-cb988ab698b6,bt_min_account_balance,,seed,variant,['happy'],What is the absolute minimum deposit to open an account?,TRIGGER,2020-01-13T22:21:41
True,2020-01-13T22:21:42,6ca8529b-67e4-4f6c-8007-4d2937ab66bd,bt_min_account_balance,,seed,variant,['happy'],i want to figure out the required balance on {@users my} {@account_type checking},TRIGGER,2020-01-13T22:21:42
True,2020-01-13T22:21:41,44f069cc-5711-4457-9cc4-1cf58206a220,bt_min_account_balance,,seed,variant,['happy'],What is the current minimum deposit requirement for opening an account?,TRIGGER,2020-01-13T22:21:41
True,2020-01-13T22:21:41,976d6554-ea8f-4346-ba04-93686379fff7,bt_min_account_balance,,seed,variant,['happy'],Is there a minimum balance for the account?,TRIGGER,2020-01-13T22:21:41
True,2020-01-13T22:21:41,a5446a2c-e530-40af-a720-8e6174b89cb9,bt_min_account_balance,,seed,variant,['happy'],How much money do I have to deposit if I want to open an account?,TRIGGER,2020-01-13T22:21:41
True,2020-01-13T22:21:42,bbf21bac-56fe-40b8-a388-b72915e72fc1,bt_min_account_balance,,seed,variant,['happy'],i need the information on the minimum balance regarding {@users my} {@account_type checking},TRIGGER,2020-01-13T22:21:42
True,2020-01-13T22:21:41,d3bdf133-827b-4247-b998-7a90bc45c607,bt_min_account_balance,,seed,variant,['happy'],What is the minimum to open an account?,TRIGGER,2020-01-13T22:21:41
True,2020-01-13T22:21:41,378f8d3b-f1cb-4a5d-ae3a-2b4e2ba2f398,bt_min_account_balance,,seed,variant,['happy'],"Hi, can I check if there is a min sum to open a {@account_type savings} account",TRIGGER,2020-01-13T22:21:41
True,2020-01-13T22:07:59,54670a97-90ef-4960-98a1-495bafc6cac1,bt_min_account_balance,,seed,variant,['happy'],"I need information on opening an account, and what the fees would be. ",TRIGGER,2020-01-13T22:07:59
True,2020-01-13T22:21:42,a486f65d-b335-47ee-93b2-b0cdac6321af,bt_min_account_balance,,seed,variant,['happy'],for {@users my} {@account_type checking} what is {@users my} minimum required balance,TRIGGER,2020-01-13T22:21:42
True,2020-01-13T22:21:42,b030560f-d28f-42ed-8e96-cd6c91af5728,bt_min_account_balance,,seed,variant,['happy'],how much do i need to open a bank account,TRIGGER,2020-01-13T22:21:42
True,2020-01-13T22:21:42,efa2c3a0-504a-429a-9858-f1c9aedfac95,bt_min_account_balance,,seed,variant,['happy'],"for opening of {@users new} account, whats the initial deposit for S-pass holders?",TRIGGER,2020-01-13T22:21:42
True,2020-01-13T22:21:44,2feb8da1-beed-4d4d-89a8-4025df2e5930,bt_min_account_balance,,seed,variant,['happy'],min balance on account now?,TRIGGER,2020-01-13T22:21:44
